Test Result UID,Sample Name,Sample Type,Test Time,Receival Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,delta-9 CBG-A,delta-9 CBG,CBG-A,CBG,CBC,Moisture Content
Wni7RpujMzh6LyMmY,Purple Lavender - LR,Concentrate,2016-02-26,2016-02-25,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.03,0.28,0.12,0.0,0.59,0.36,0.01,0.05,0.46,0.0,0.0,NaN,57.7,NaN,NaN,0.17,0.14,NaN,0.03,NaN,NaN,NaN,1.85,0.09,NaN
WoXTnNsuYAXP6cdTE,Budder - The Gold Standard,Concentrate,NaN,NaN,97,NaN,NaN,0.0,0.0,NaN,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.18,0.15,0.57,0.14,0.02,0.93,0.34,0.03,0.09,0.67,0.02,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WrP5zDW9youodLere,Scott's OG Full Spectrum,Concentrate,2017-11-30,2017-11-30,14,0.0,0.0,NaN,NaN,NaN,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.04,0.13,0.12,0.09,0.0,0.45,0.12,0.02,0.05,0.2,0.0,0.0,NaN,21.78,0.01,66.04,0.01,0.26,0.01,0.01,NaN,NaN,1.97,0.38,0.32,NaN
WrgTr4qsrzBzPfk2j,Cherry Sherbert - Black Tie Labs,Concentrate,2017-01-30,2017-01-27,50,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.06,0.49,0.25,0.0,0.99,0.89,0.13,0.07,0.19,0.0,0.0,NaN,61.1,NaN,NaN,0.0,0.54,NaN,0.54,NaN,NaN,NaN,2.41,0.94,NaN
Wt7AadjbHnvgyya6F,Nightmare Cookie,Concentrate,2016-08-20,2016-08-18,98,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.04,0.25,0.05,0.0,0.57,1.2,0.15,0.0,0.29,0.0,0.0,NaN,64.6,NaN,NaN,0.36,0.75,NaN,0.48,NaN,NaN,NaN,1.89,0.65,NaN
WvK3nb4fsyFZsziuM,Gorilla Glue,Concentrate,NaN,NaN,11,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,1.34,1.96,0.78,0.0,10.64,8.06,0.0,1.34,14.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WvpvnMaor56su9t6R,Critical Kush + Citrus Sap,Concentrate,2017-05-09,2017-05-08,99,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.09,0.46,0.0,0.31,0.19,0.0,0.11,0.26,0.0,0.0,71.2,6.1,NaN,NaN,0.0,0.0,0.47,0.53,NaN,NaN,2.07,0.6,0.0,NaN
WwNcPtQt3BS592gTi,Sour Mendo - Live Resin,Concentrate,2017-04-15,2017-04-13,2,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.03,0.0,0.32,0.15,0.0,0.66,0.88,0.0,0.03,1.52,0.0,0.0,NaN,52.9,NaN,NaN,0.0,0.24,NaN,0.75,NaN,NaN,NaN,2.88,0.4,NaN
WzfYrtCkRMFzehWru,AK-47 Live Resin,Concentrate,2016-05-16,2016-05-13,43,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.02,0.02,0.02,0.22,0.0,0.04,1.33,0.0,0.0,0.33,0.0,0.0,NaN,67.5,NaN,NaN,0.25,0.5,NaN,0.91,NaN,NaN,NaN,1.32,0.95,NaN
X36JAAKGGcgMvR7XG,Super Lemon Haze - LRB,Concentrate,2017-06-19,2017-06-19,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.02,0.0,0.2,0.07,0.06,0.62,0.21,0.21,0.0,0.21,0.01,0.0,NaN,1.61,0.01,68.1,0.01,0.03,0.49,0.01,NaN,NaN,8.25,0.89,0.01,NaN
X496a9yP2Sma5Jv8T,Super Lemon Haze,Concentrate,2017-03-22,2017-03-21,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,3.29,0.0,0.15,0.21,0.1,0.79,0.33,1.05,0.1,0.38,0.03,0.0,NaN,52.8,NaN,NaN,0.41,0.0,NaN,0.41,NaN,NaN,NaN,6.55,0.35,NaN
X77pah9DDFRdr2qSd,Josh D OG #7 LRB,Concentrate,2018-04-30,2018-04-30,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.09,0.07,0.19,0.22,0.0,0.38,0.42,0.0,0.08,1.39,0.05,0.0,NaN,0.9,0.01,90.41,0.01,0.01,0.01,0.01,NaN,NaN,2.61,0.01,0.01,NaN
X7PRrgXpdXxpsjh7K,Gorilla Breath,Concentrate,2017-07-06,2017-07-06,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.05,0.31,0.02,0.0,0.72,0.34,0.0,0.0,0.59,0.0,0.0,NaN,3.16,0.01,89.03,0.01,0.01,0.58,0.01,NaN,NaN,3.78,0.22,0.01,NaN
X8B4FHYnLeB8S2PGD,#1,Concentrate,2017-11-30,2017-11-30,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.07,0.0,0.0,0.0,0.15,0.0,0.51,0.0,0.13,0.16,0.23,0.15,0.03,0.62,0.29,0.06,0.03,0.68,0.0,0.0,NaN,3.98,0.01,80.22,0.01,0.01,0.66,0.01,NaN,NaN,1.95,0.16,0.26,NaN
XDAgMHqu2EBHZDXD7,Skywalker Craft Cart,Concentrate,2018-03-05,2018-03-05,2,0.0,0.0,NaN,NaN,NaN,0.06,0.09,0.0,0.05,0.0,0.0,0.0,0.27,0.0,0.66,0.12,0.43,0.23,0.08,0.96,1.53,0.0,0.21,1.48,0.06,0.0,NaN,47.43,0.01,18.35,0.37,0.14,0.93,0.01,NaN,NaN,4.85,1.56,1.69,NaN
XFPgwHq9H3Dnn9r2P,9 Pound Hammer - LR,Concentrate,2016-02-19,2016-02-18,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.08,0.0,0.0,0.0,0.15,0.0,0.73,0.0,0.08,0.09,0.26,0.74,0.01,0.46,0.67,0.03,0.16,0.96,0.01,0.0,NaN,59.2,NaN,NaN,0.11,0.09,NaN,0.01,NaN,NaN,NaN,1.95,0.3,NaN
XGQp6ak96SQYETy4e,Northern Lights HTFSE,Concentrate,2017-08-10,2017-08-10,2,0.0,0.0,NaN,NaN,NaN,0.0,0.24,0.0,0.0,0.0,0.72,0.0,0.71,0.0,0.38,0.71,0.0,0.92,0.06,1.05,12.15,0.0,0.72,2.42,0.0,0.0,NaN,7.38,0.01,33.7,0.03,0.01,1.31,0.01,NaN,NaN,2.35,0.01,0.32,NaN
XGScx3brTt7CHH66Y,Tangie Ghost Train - Live Resin,Concentrate,2016-07-07,2016-07-05,2,NaN,NaN,0.0,0.0,NaN,0.02,0.04,0.0,0.0,0.0,0.03,0.0,0.11,0.0,0.64,0.0,0.11,0.19,0.05,0.22,0.68,0.13,0.04,0.72,0.03,0.0,NaN,66.4,NaN,NaN,0.63,0.3,NaN,0.52,NaN,NaN,NaN,2.04,0.56,NaN
XJtBA4fgJAt84zui3,The Jam,Concentrate,2016-12-02,2016-12-01,80,NaN,NaN,0.0,0.07,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.1,0.27,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,NaN,75.8,NaN,NaN,0.0,0.48,NaN,0.0,NaN,NaN,NaN,2.37,1.37,NaN
XKZgBsjNWYkwWdq4q,Pure Cookie OG - LR,Concentrate,2017-05-25,2017-05-22,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.05,0.33,0.03,0.0,0.74,0.08,0.0,0.0,0.31,0.0,0.0,81.5,1.9,NaN,NaN,0.0,0.0,0.55,0.0,NaN,NaN,4.55,0.48,0.06,NaN
XLBgQThazjF4CjiFw,Trainwreck,Concentrate,NaN,NaN,11,0.0,0.0,NaN,NaN,NaN,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.02,23.72,1.53,4.09,3.48,2.04,8.54,10.12,8.84,4.04,8.28,0.0,0.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
XNKeBGSunbxpYEySM,Lemon Breath #4- LRB,Concentrate,2017-07-14,2017-07-14,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.05,0.1,0.85,0.0,0.34,0.67,0.19,0.14,1.06,0.0,0.0,NaN,3.05,0.01,88.15,0.01,0.01,1.02,0.01,NaN,NaN,3.15,0.03,0.06,NaN
XNPkYJq6EbncmXYXr,Northern Lights x Riddler - LRB,Concentrate,2016-01-21,2016-01-21,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.06,0.0,0.0,0.0,0.02,0.0,0.13,0.0,0.25,0.01,0.07,0.66,0.02,0.1,0.67,0.08,0.03,0.7,0.01,0.0,NaN,52.2,NaN,NaN,0.15,0.04,NaN,0.01,NaN,NaN,NaN,1.1,0.13,NaN
XQMHPsK6deT5sZLPh,Blue Dream,Concentrate,2015-08-09,2015-08-07,49,NaN,NaN,0.0,0.12,NaN,0.0,0.0,0.2,0.02,0.0,0.0,0.0,0.24,0.0,0.0,0.16,0.44,0.03,0.0,1.05,0.09,0.0,0.04,0.1,0.0,0.0,NaN,79.6,NaN,NaN,0.22,0.29,NaN,0.08,NaN,NaN,NaN,0.41,0.07,NaN
XSciDww2WZJzgkfc5,Platinum Cookie,Concentrate,2017-02-02,2017-01-31,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.06,0.45,0.16,0.0,0.89,0.8,0.06,0.05,1.28,0.0,0.0,NaN,57.0,NaN,NaN,0.29,0.0,NaN,0.49,NaN,NaN,NaN,3.89,1.54,NaN
XW4s7rrrMwaZoxjYs,Skywalker X CNC- LR,Concentrate,2017-08-31,2017-08-31,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.23,0.05,0.0,0.15,0.02,0.52,0.61,0.0,0.05,1.19,0.0,0.0,NaN,1.36,0.01,81.95,0.01,0.01,1.02,0.01,NaN,NaN,3.21,0.37,0.01,NaN
XYLEbbwEapfLohwZS,ASD02025CWAX,Concentrate,2018-02-09,2018-02-09,12,0.0,0.19,NaN,NaN,NaN,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.34,0.0,0.0,0.1,0.46,0.0,0.0,1.16,0.05,0.0,0.05,0.1,0.0,0.0,NaN,79.28,0.01,0.2,0.39,0.14,0.01,0.01,NaN,NaN,0.27,1.61,0.78,NaN
XZA73tr49zkmeSCLd,Goji Skunk-011918-LRB,Concentrate,2018-01-26,2018-01-26,NaN,0.0,0.0,NaN,NaN,NaN,0.06,0.09,0.0,0.0,0.0,0.07,0.0,0.23,0.0,0.54,0.07,0.16,0.17,0.08,0.25,0.57,0.34,0.08,0.81,0.06,0.0,NaN,1.64,0.01,86.51,0.01,0.01,0.96,0.01,NaN,NaN,3.16,0.6,0.01,NaN
XZLNtoBf7ZmYygzAZ,Lemon Punch-LRB,Concentrate,2017-06-12,2017-06-12,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.44,0.04,0.16,0.26,0.06,0.57,0.21,0.28,0.02,0.42,0.01,0.0,NaN,1.38,0.01,88.17,0.01,0.06,0.01,0.01,NaN,NaN,6.22,0.63,0.01,NaN
XaaaeStBdZfBPFmJ7,020918-01-Passion Flower-SCE,Concentrate,2018-03-12,2018-03-12,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.15,0.17,0.46,0.26,0.1,0.9,7.48,2.04,0.27,2.78,0.08,0.0,NaN,6.96,0.01,52.58,0.01,0.01,1.08,0.01,NaN,NaN,2.87,0.57,0.07,NaN
XbRJFBZ6zLFycxtBZ,1,Concentrate,2017-10-26,2017-10-26,27,0.0,0.0,NaN,NaN,NaN,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.05,0.21,0.05,0.0,0.61,1.19,0.02,0.02,0.16,0.0,0.0,NaN,2.27,0.01,78.48,0.01,0.01,0.68,0.01,NaN,NaN,4.61,0.58,0.66,NaN
XcqwKTS7Twu9qus7W,Star Tonic Oil,Concentrate,2016-07-12,2016-07-11,84,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.1,0.0,0.0,0.19,0.18,0.11,0.0,0.53,0.27,0.0,0.05,0.06,0.0,0.0,NaN,32.5,NaN,NaN,0.24,0.48,NaN,45.6,NaN,NaN,NaN,1.73,3.73,NaN
XfA9i6EPwTvEvv3LS,Sour Lemon Haze,Concentrate,2017-03-25,2017-03-23,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.65,0.04,0.2,0.13,0.03,0.49,0.77,0.1,0.0,0.69,0.0,0.0,NaN,55.5,NaN,NaN,0.33,0.2,NaN,0.4,NaN,NaN,NaN,5.39,0.53,NaN
XfFDfwTshWGafPWzP,Crumble,Concentrate,2016-01-07,2016-01-05,100,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.69,0.0,0.05,0.14,0.13,0.1,0.18,0.06,0.05,0.13,0.11,0.07,NaN,65.2,NaN,NaN,0.2,0.12,NaN,0.02,NaN,NaN,NaN,2.4,0.46,NaN
XfH922wGi6pABa9Jh,L1,Concentrate,2017-09-27,2017-09-27,60,0.0,0.0,NaN,NaN,NaN,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.03,0.07,0.13,0.12,0.0,0.38,0.47,0.02,0.05,0.54,0.0,0.0,NaN,1.61,0.01,94.97,0.01,0.01,0.01,0.01,NaN,NaN,2.01,0.2,0.01,NaN
XhPyckNzcBbsJrn8j,Solution 1:1,Concentrate,2017-04-06,2017-04-04,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.61,0.0,0.0,0.0,0.0,13.31,0.0,0.0,0.0,NaN,32.0,NaN,NaN,0.2,0.41,NaN,0.26,NaN,NaN,NaN,2.16,0.43,NaN
XkeiRWR8npfyDRu7u,Super Lemon Haze - LRB,Concentrate,2016-11-17,2016-11-15,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.71,0.03,0.26,0.09,0.1,0.73,0.33,0.49,0.0,0.34,0.02,0.0,NaN,64.2,NaN,NaN,0.51,0.24,NaN,0.43,NaN,NaN,NaN,7.66,0.65,NaN
XksrFhRnYG7tquwDD,East Coast Sour Diesel,Concentrate,2016-02-08,2016-02-06,39,NaN,NaN,0.0,0.0,NaN,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.18,0.0,0.03,0.04,0.34,0.29,0.01,0.76,0.46,0.01,0.05,0.68,0.0,0.0,NaN,55.8,NaN,NaN,0.1,0.08,NaN,0.02,NaN,NaN,NaN,1.33,0.07,NaN
XnACPn2npgkeuEZ3z,Black Lime Reserve,Concentrate,2018-04-12,2018-04-12,101,0.0,0.0,NaN,NaN,NaN,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.07,0.04,0.52,0.0,0.08,3.35,0.0,0.25,0.55,0.0,0.0,NaN,75.32,1.53,0.01,1.11,2.32,0.01,1.74,NaN,NaN,0.01,3.88,1.95,NaN
XnACPn2npgkeuEZ3z,Black Lime Reserve,Concentrate,2018-04-12,2018-04-12,101,0.0,0.0,NaN,NaN,NaN,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.07,0.04,0.52,0.0,0.08,3.35,0.0,0.25,0.55,0.0,0.0,NaN,75.32,1.53,0.01,1.11,2.32,0.01,1.74,NaN,NaN,0.01,3.88,1.95,NaN
XoBAvrDaDfNfPZQnv,Cookies,Concentrate,2017-06-24,2017-06-24,12,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.23,0.0,0.02,0.08,0.26,0.07,0.0,0.58,0.17,0.0,0.0,0.54,0.0,0.0,NaN,3.91,0.01,67.96,0.01,0.01,0.62,0.01,NaN,NaN,3.79,0.18,0.06,NaN
Xpk8tnqXfxLSdXq6f,Lemon Disco Biscuits-LR,Concentrate,2017-07-15,2017-07-15,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.04,0.29,0.31,0.0,0.56,0.47,0.21,0.04,0.86,0.0,0.0,NaN,1.23,0.01,84.13,0.01,0.01,0.94,0.01,NaN,NaN,3.84,0.03,0.05,NaN
XpoNgvg3eYgiR5qpc,Michigan Made Melts Diesel,Concentrate,2016-11-01,2016-10-29,12,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.07,0.66,0.09,0.0,1.23,0.16,0.0,0.0,0.63,0.0,0.0,NaN,59.6,NaN,NaN,0.37,0.18,NaN,0.35,NaN,NaN,NaN,3.56,0.47,NaN
XqKeu4Y99nQXagsnL,Wifi-HTFSE,Concentrate,2017-07-29,2017-07-29,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.05,0.04,0.13,0.18,0.01,0.42,0.94,0.02,0.11,1.41,0.0,0.0,NaN,3.47,0.01,79.94,0.01,0.01,1.28,0.01,NaN,NaN,2.18,0.01,0.07,NaN
XqakTZMpBhM8o5ED5,Platinum Animal Cookies- LRB,Concentrate,2017-08-04,2017-08-04,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.06,0.09,0.86,0.08,0.0,1.79,0.35,0.02,0.09,0.79,0.0,0.0,NaN,2.37,0.01,70.01,0.01,0.01,0.99,0.01,NaN,NaN,2.1,0.01,0.02,NaN
XrW2zYRZEeauBbuDu,Girl Scout Cookies,Concentrate,2015-07-12,2015-07-09,70,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.05,0.01,0.08,0.08,0.0,0.13,0.73,0.07,0.0,0.53,0.0,0.0,NaN,58.6,NaN,NaN,0.09,0.12,NaN,0.03,NaN,NaN,NaN,0.63,0.16,NaN
Xx5htBcgybqA6KrR5,Fortune Cookies,Concentrate,2017-05-25,2017-05-23,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.04,0.66,0.05,0.0,1.21,0.09,0.0,0.0,0.44,0.0,0.0,69.6,3.6,NaN,NaN,0.0,0.0,0.38,0.0,NaN,NaN,4.59,0.54,0.18,NaN
XxXoFHJpoG94FtZwk,Catfish Shatter,Concentrate,2015-12-29,2015-12-28,12,NaN,NaN,0.0,0.0,NaN,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.06,0.02,0.32,0.17,0.01,0.55,1.55,0.04,0.05,1.07,0.01,0.0,NaN,61.5,NaN,NaN,0.1,0.07,NaN,0.02,NaN,NaN,NaN,1.38,0.15,NaN
XxgRXKaP9XgMpwbCb,Jack Herer - Live Resin,Concentrate,2017-01-10,2017-01-07,2,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1.24,0.03,0.06,0.01,0.05,0.25,0.47,0.39,0.0,0.15,0.03,0.0,NaN,69.2,NaN,NaN,0.42,0.22,NaN,1.59,NaN,NaN,NaN,2.57,0.45,NaN
XzkBgFnTr8tXWeDbW,Durban Walker #3 LR,Concentrate,2018-04-30,2018-04-30,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.08,0.0,0.05,0.0,0.06,0.0,0.16,0.0,2.77,0.0,0.09,0.28,0.24,0.11,1.02,0.75,0.06,0.95,0.12,0.03,NaN,1.22,0.01,84.0,0.01,0.01,0.01,0.01,NaN,NaN,5.71,0.01,0.01,NaN
Y3tC9YBRugcyLjJcr,Headband Live Resin - NR,Concentrate,2016-10-11,2016-10-10,2,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.09,0.08,0.32,0.1,0.0,0.59,1.08,0.05,0.07,0.64,0.0,0.0,NaN,65.8,NaN,NaN,0.36,0.3,NaN,0.44,NaN,NaN,NaN,3.58,0.49,NaN
YARjvriGCEfFqANYp,Trainwreck,Concentrate,2017-02-16,2017-02-14,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.07,0.0,0.0,0.08,0.07,0.05,0.0,0.32,1.37,0.0,0.0,0.45,0.0,0.0,NaN,55.2,NaN,NaN,0.32,0.0,NaN,0.38,NaN,NaN,NaN,3.14,0.45,NaN
YCCYqcm94xYEtDJ9v,Jeweler Black Dog THCA,Concentrate,2017-12-05,2017-12-05,102,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.0,0.0,NaN,0.01,0.01,99.47,0.01,0.01,0.01,0.01,NaN,NaN,0.01,0.01,0.01,NaN
YGxYZkQJZ6EspoFYd,"""Bag 2"" - LRB",Concentrate,2016-01-27,2016-01-26,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.63,0.02,0.13,0.15,0.05,0.23,0.78,0.16,0.01,0.66,0.03,0.01,NaN,51.7,NaN,NaN,0.09,0.06,NaN,0.01,NaN,NaN,NaN,1.74,0.02,NaN
YHWS9LpbFGKQp829i,Strawberry OG HTFSE,Concentrate,2017-07-18,2017-07-18,2,0.0,0.0,NaN,NaN,NaN,0.0,0.21,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.48,0.44,0.63,0.43,0.05,2.31,1.16,0.16,0.54,3.72,0.0,0.0,NaN,1.13,0.01,72.62,0.01,0.01,0.85,0.01,NaN,NaN,3.03,0.01,0.16,NaN
YHcwTnPjwRiWrYJcb,GG4 (sour dubb x chocolate diesel),Concentrate,2018-03-01,2018-03-01,72,0.0,0.0,NaN,NaN,NaN,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.07,0.12,0.5,0.15,0.0,0.86,0.59,0.16,0.13,1.25,0.05,0.0,NaN,1.62,0.01,84.05,0.01,0.01,0.01,0.01,NaN,NaN,0.82,0.01,0.01,NaN
YHyFYhFvZxCiDvn8f,Jilly Bean - LR,Concentrate,2016-02-17,2016-02-16,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.67,0.0,0.38,0.05,0.27,0.17,0.02,0.81,0.47,0.04,0.14,1.1,0.01,0.0,NaN,52.1,NaN,NaN,0.12,0.12,NaN,0.02,NaN,NaN,NaN,1.05,0.16,NaN
YLuiZX7xYksyExy53,Jedi Kush,Concentrate,2016-07-08,2016-07-08,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.04,0.06,0.21,0.19,0.0,0.5,0.37,0.02,0.03,1.09,0.0,0.0,NaN,57.0,NaN,NaN,0.23,0.22,NaN,0.54,NaN,NaN,NaN,2.2,0.56,NaN
YPEKXZpr6p7rkwpd3,Animal Cookies - TR,Concentrate,2016-08-25,2016-08-24,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.11,0.0,0.03,0.02,0.26,0.18,0.0,0.41,0.55,0.0,0.02,0.66,0.0,0.0,NaN,65.2,NaN,NaN,0.4,0.36,NaN,0.46,NaN,NaN,NaN,3.22,0.51,NaN
YPdWwgjPyg9xFTJBz,Peach Ozz Full Spectrum,Concentrate,2017-11-30,2017-11-30,14,0.0,0.0,NaN,NaN,NaN,0.0,0.06,0.0,0.0,0.0,0.16,0.0,0.6,0.0,0.03,0.15,0.51,0.06,0.0,0.99,0.04,0.02,0.02,0.13,0.0,0.0,NaN,7.18,0.01,78.44,0.01,0.01,0.58,0.01,NaN,NaN,1.87,0.19,0.29,NaN
YQDb37jahZsFdhS5K,Northern Lights Live Resin - NR,Concentrate,2016-10-11,2016-10-10,2,NaN,NaN,0.0,0.0,NaN,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.04,0.0,0.59,0.05,0.21,0.37,0.04,0.38,1.92,0.24,0.12,0.5,0.0,0.0,NaN,63.9,NaN,NaN,0.34,0.37,NaN,0.46,NaN,NaN,NaN,1.81,0.86,NaN
YRN7EzsAhf7CeyBy6,Lemon Goji - TR,Concentrate,2016-06-22,2016-06-21,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.11,0.0,0.16,0.04,0.2,0.16,0.03,0.41,0.31,0.03,0.06,0.28,0.03,0.0,NaN,61.4,NaN,NaN,0.68,0.29,NaN,0.55,NaN,NaN,NaN,4.41,1.57,NaN
YSR9zFopBcAGYLgA9,CBD Critical Cure Live Resin,Concentrate,2018-03-15,2018-03-15,2,0.0,0.0,NaN,NaN,NaN,0.09,0.06,0.0,0.04,0.0,0.09,0.0,0.13,0.0,1.32,0.0,0.12,0.22,0.15,0.23,0.5,0.0,0.07,0.36,0.09,0.09,NaN,3.53,0.01,30.33,0.01,0.01,51.77,3.39,NaN,NaN,0.01,0.01,0.01,NaN
YSp2TBK69Tu5LXDmN,Gorilla Glue - TR,Concentrate,2015-12-10,2015-12-08,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.12,0.0,0.04,0.03,0.19,0.15,0.01,0.58,0.68,0.02,0.06,0.92,0.01,0.0,NaN,68.0,NaN,NaN,0.21,0.18,NaN,0.04,NaN,NaN,NaN,1.3,0.46,NaN
